product code,Product,Quantity,Unit Cost,Status,Open,Source Location,Dest. Location,Posting Date,Date Done,User,Advance Invoice No,Invoice No,Reference,Partner,Address,SK,C_ADM,Bank,Cost center,Dep,Gruop,M,Projects,Salis,Skyrius,Tax,Years,Pajamos/Sąnaudos,UOM,Packing List,Production Lot,IMEI,IMSI,ICCID,MSISDN,Date,Confirmed Delivery Date,Name,Amount,Rem. Quantity,Rem. Amount
,[FM-Eco4 light+ T] FM-Eco4 light+ T,40,21.78575,done,,Final Production Warehouse (Kaunas),Customers,3/24/2023,3/24/2023 13:06,,470690,RUP-52801,SO066290,[SP] Skyhawk Technology Systems,"Bobby Atendido, Room 906 Prime Land Building Market St. Madrigal Business Park, Ayala Alabang Muntinlupa City 1780 Manila",,,,,,,,,,,,,,PCS,PACK100079,,,,,,3/24/2023 13:06,,FM-Eco4 light+ T,871.43,,
,[TRACE5-LTE-IP67-EMEA] TRACE5-LTE-IP67-EMEA,5,31.862,done,,Final Production Warehouse (Kaunas),Customers,3/24/2023,3/24/2023 13:06,,470690,RUP-52801,SO066290,[SP] Skyhawk Technology Systems,"Bobby Atendido, Room 906 Prime Land Building Market St. Madrigal Business Park, Ayala Alabang Muntinlupa City 1780 Manila",,,,,,,,,,,,,,PCS,PACK100079,,,,,,3/24/2023 13:06,,TRACE5-LTE-EMEA with Software,159.31,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,40,34.6335,done,,Final Production Warehouse (Kaunas),Customers,3/24/2023,3/24/2023 13:06,,470690,RUP-52801,SO066290,[SP] Skyhawk Technology Systems,"Bobby Atendido, Room 906 Prime Land Building Market St. Madrigal Business Park, Ayala Alabang Muntinlupa City 1780 Manila",,,,,,,,,,,,,,PCS,PACK100079,,,,,,3/24/2023 13:06,,HCV5-Lite-EMEA,1385.34,,
,[Temp_01] Temperature_sensor,10,5.986,done,,Final Production Warehouse (Kaunas),Customers,3/24/2023,3/24/2023 13:06,,470690,RUP-52801,SO066290,[SP] Skyhawk Technology Systems,"Bobby Atendido, Room 906 Prime Land Building Market St. Madrigal Business Park, Ayala Alabang Muntinlupa City 1780 Manila",,,,,,,,,,,,,,PCS,PACK100079,,,,,,3/24/2023 13:06,,1-Wire Temperature Sensor / Temperatūros jutiklis,59.86,,
,[PUCK _T_ EN12830] ELA Blue PUCK T EN12830,10,23.4,done,,Final Production Warehouse (Kaunas),Customers,3/24/2023,3/24/2023 13:06,,470690,RUP-52801,SO066290,[SP] Skyhawk Technology Systems,"Bobby Atendido, Room 906 Prime Land Building Market St. Madrigal Business Park, Ayala Alabang Muntinlupa City 1780 Manila",,,,,,,,,,,,,,PCS,PACK100079,,,,,,3/24/2023 13:06,,[PUCK _T_ EN12830] ELA Blue PUCK T EN12830,234,,
,[K00093] OBD2 standard harness (CS116-35),40,7.768,done,,Final Production Warehouse (Kaunas),Customers,3/24/2023,3/24/2023 13:06,,470690,RUP-52801,SO066290,[SP] Skyhawk Technology Systems,"Bobby Atendido, Room 906 Prime Land Building Market St. Madrigal Business Park, Ayala Alabang Muntinlupa City 1780 Manila",,,,,,,,,,,,,,PCS,PACK100079,,,,,,3/24/2023 13:06,,OBD2 standard harness (5th gen),310.72,,
,[X00976] PUCK HOLDER STICKER(ACIOM118B),10,1,done,,Final Production Warehouse (Kaunas),Customers,3/24/2023,3/24/2023 13:06,,470690,RUP-52801,SO066290,[SP] Skyhawk Technology Systems,"Bobby Atendido, Room 906 Prime Land Building Market St. Madrigal Business Park, Ayala Alabang Muntinlupa City 1780 Manila",,,,,,,,,,,,,,PCS,PACK100079,,,,,,3/24/2023 13:06,,[X00976] PUCK HOLDER STICKER(ACIOM118B),10,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,12,35.33667,done,,Gediminas Liudzius,Customers,3/24/2023,3/24/2023 13:50,,470708,RUP-52805,SO066139,[EU] Eugesta UAB,"Povilas Laukys, Vilijos g. 2, LT-02242 LT-02242 Vilnius",,,,,,,,,,,,,,PCS,PACK100085,,,,,,3/24/2023 13:50,,HCV5-Lite-EMEA,424.04,,
,[FM-Eco4 light+ T] FM-Eco4 light+ T,100,21.6908,done,,Final Production Warehouse (Kaunas),Customers,3/24/2023,3/28/2023 12:58,,470854,RUP-52796,SO066262,[SP] Ruptela Azia,"Astana Airport, Astana",,,,,,,,,,,,,,PCS,PACK100042,,,,,,3/28/2023 12:58,,FM-Eco4 light+ 3G T,2169.08,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,200,35.01715,done,,Final Production Warehouse (Kaunas),Customers,3/24/2023,3/28/2023 12:58,,470854,RUP-52796,SO066262,[SP] Ruptela Azia,"Astana Airport, Astana",,,,,,,,,,,,,,PCS,PACK100042,,,,,,3/28/2023 12:58,,HCV5-Lite-EMEA,7003.43,,
,[391] EasyCAN (LCV),60,6.78,done,,Final Production Warehouse (Kaunas),Customers,3/24/2023,3/28/2023 12:58,,470854,RUP-52796,SO066262,[SP] Ruptela Azia,"Astana Airport, Astana",,,,,,,,,,,,,,PCS,PACK100042,,,,,,3/28/2023 12:58,,EasyCAN LCV  / EasyCAN LCV,406.8,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,36.38,done,,Marius Babrauskis,Customers,3/23/2023,3/23/2023 11:38,,466682,RUP-52781,SO066008,[EU] Roslitauto,"Tautvydas Šliautaris, 71 Ragainės gatvė Šiauliai",,,,,,,,,,,,,,PCS,PACK100054,,,,,,3/23/2023 11:38,,HCV5-Lite-EMEA,36.38,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,35.4,done,,Rokas Juzėnas,Customers,3/23/2023,3/23/2023 11:34,,469555,RUP-52778,SO066073,[EU] Algirdai,"Algirdas Ramanauskas, 2 Fabijoniškių gatvė 07109 Vilnius",,,,,,,,,,,,,,PCS,PACK100051,,,,,,3/3/2023 9:30,,HCV5-Lite-EMEA,35.4,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,34.66,done,,Mantas Rimkus,Customers,3/23/2023,3/23/2023 11:37,,466256,RUP-52780,SO065919,[EU] MANO TERRA,"Vygirdas -, 16 Vingio g. 96169",,,,,,,,,,,,,,PCS,PACK100053,,,,,,3/3/2023 16:10,,HCV5-Lite-EMEA,34.66,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,36.54,done,,Rolandas Valickas,Customers,3/23/2023,3/23/2023 11:35,,469552,RUP-52779,SO066071,[EU] Donio transportas,"Ernestas -, Gandrų g. 27, Pilvingiai, LT-65382 65382 Varėnos r.",,,,,,,,,,,,,,PCS,PACK100052,,,,,,3/4/2023 9:26,,HCV5-Lite-EMEA,36.54,,
,[TRACE5-LTE-IP67-EMEA] TRACE5-LTE-IP67-EMEA,1000,31.96488,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 10:29,,470637,RUP-52766,SO065965,[SP] Qat Global positioning systems trading LLC,,,,,,,,,,,,,,,PCS,PACK99620,,,,,,3/23/2023 10:29,,TRACE5-LTE-IP67-EMEA,31964.88,,
,[TRACE5-LTM] Trace5 LTM,100,29.8205,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 6:30,,470369,RUP-52760,SO066200,[SP] Natav Services Co,"Ilan Cohen, 13 HaReches Boulevard 000000 Maccabim-Re'ut",,,,,,,,,,,,,,PCS,PACK99994,,,,,,3/23/2023 6:30,,Trace5 LTM,2982.05,,
,[TRACE5-LTE-LA] TRACE5-LTE-LA,1,25.56,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 9:39,,470388,RUP-52765,SO066204,[SP] Rastrack S.A.S.,"Carlos Rodriguez, Tv 44 99c 70 T1 Apto 802 Cr Brisas del Mar Br Miramar 080001 Barranquilla",,,,,,,,,,,,,,PCS,PACK99939,,,,,,3/23/2023 9:38,,TRACE5-LTE-LA,25.56,,
,[Pro5-Lite-LTE-LA] Pro5-Lite-LA,2,36.38,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 9:39,,470388,RUP-52765,SO066204,[SP] Rastrack S.A.S.,"Carlos Rodriguez, Tv 44 99c 70 T1 Apto 802 Cr Brisas del Mar Br Miramar 080001 Barranquilla",,,,,,,,,,,,,,PCS,PACK99939,,,,,,3/23/2023 9:38,,Pro5-Lite-LA,72.76,,
,[TRACE5-LTE-IP67-LA] TRACE5-LTE-IP67-LA,1,32,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 9:39,,470388,RUP-52765,SO066204,[SP] Rastrack S.A.S.,"Carlos Rodriguez, Tv 44 99c 70 T1 Apto 802 Cr Brisas del Mar Br Miramar 080001 Barranquilla",,,,,,,,,,,,,,PCS,PACK99939,,,,,,3/23/2023 9:38,,TRACE5-LTE-IP67-LA,32,,
,[TRACE5-LTE-IP67-EMEA (Battery mounted)] TRACE5-LTE-IP67-EMEA (Battery mounted),1,29.69,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 9:39,,470388,RUP-52765,SO066204,[SP] Rastrack S.A.S.,"Carlos Rodriguez, Tv 44 99c 70 T1 Apto 802 Cr Brisas del Mar Br Miramar 080001 Barranquilla",,,,,,,,,,,,,,PCS,PACK99939,,,,,,3/23/2023 9:38,,TRACE5-LTE-IP67-EMEA (Battery mounted),29.69,,
,[x00685] VDO unlock card(Tachografų kontrolės įranga licencijos kort. DTCA),1,34,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 11:40,,470640,RUP-52767,SO066211,[Inter] Ruptela Polska Sp. z o.o.,"Weronika Kulig, ul. Objazdowa 11/6 57-300 Klodzko",,,,,,,,,,,,,,PCS,PACK99947,,,,,,3/23/2023 11:40,,Kortelė skirta atrakinti VDO tachografą,34,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,34.82,done,,Rokas Juzėnas,Customers,3/23/2023,3/23/2023 11:29,,470275,RUP-52775,SO066180,[EU] Starlingas,"Ieva Bužinskaitė, 30 Stumbrų gatvė 08101 Vilnius",,,,,,,,,,,,,,PCS,PACK100049,,,,,,3/20/2023 7:43,,HCV5-Lite-EMEA,34.82,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,35.45,done,,Vilniaus sandėlys,Customers,3/23/2023,3/23/2023 11:21,,470479,RUP-52768,SO066238,[EU] BALTIC ROADS,"Vladimir Beliaev, Kauno g. 35-5 LT-03215 Vilnius",,,,,,,,,,,,,,PCS,PACK100044,,,,,,3/23/2023 11:21,,HCV5-Lite-EMEA,35.45,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,7,34.81571,done,,Rokas Juzėnas,Customers,3/23/2023,3/23/2023 11:27,,470473,RUP-52772,SO066234,[EU] Gevara transport,"Ričardas Masevič, 172 Liepkalnio gatvė 02121 Vilnius",,,,,,,,,,,,,,PCS,PACK100047,,,,,,3/20/2023 13:05,,HCV5-Lite-EMEA,243.71,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,34.66,done,,Gediminas Liudzius,Customers,3/23/2023,3/23/2023 11:28,,470416,RUP-52774,SO066215,[EU] Staklyno servisas,"Klemas Kašauskas, 23 Pramonės prospektas 51287 Kaunas",,,,,,,,,,,,,,PCS,PACK100048,,,,,,3/21/2023 8:32,,HCV5-Lite-EMEA,34.66,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,4,35.44,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 11:38,,470529,RUP-52773,SO066243,[SP] FREE PORT d.o.o.,"Damir Belamarić, Orlanska 7 10000 Zagreb",,,,,,,,,,,,,,PCS,PACK100005,,,,,,3/23/2023 11:38,,HCV5-Lite-EMEA,141.76,,
,[TSH202A] TSH202A 1-Wire Temperature and Humidity sensor,1,22.9,done,,Kauno filialas,Customers,3/23/2023,3/23/2023 11:38,,470529,RUP-52773,SO066243,[SP] FREE PORT d.o.o.,"Damir Belamarić, Orlanska 7 10000 Zagreb",,,,,,,,,,,,,,PCS,PACK100005,,,,,,3/23/2023 11:38,,[TSH202A] TSH202A 1-Wire Temperature and Humidity sensor,22.9,,
,[ME8166] Switch door sensor/Duru daviklis ME-8166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2.65,done,,Kauno filialas,Customers,3/23/2023,3/23/2023 11:38,,470529,RUP-52773,SO066243,[SP] FREE PORT d.o.o.,"Damir Belamarić, Orlanska 7 10000 Zagreb",,,,,,,,,,,,,,PCS,PACK100005,,,,,,3/23/2023 11:38,,Door Sensor / Durų daviklis,5.3,,,
,[card rfid 1-wire] Card rfid 1-wire,25,0.44,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 11:38,,470529,RUP-52773,SO066243,[SP] FREE PORT d.o.o.,"Damir Belamarić, Orlanska 7 10000 Zagreb",,,,,,,,,,,,,,PCS,PACK100005,,,,,,3/23/2023 11:38,,1-wire RFID Card 125 kHz / RFID kortelė 125 kHz (1-wire),11,,
,[1W-H3-05] RFID reader 1-WIRE (125kHZ),4,9.2,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 11:38,,470529,RUP-52773,SO066243,[SP] FREE PORT d.o.o.,"Damir Belamarić, Orlanska 7 10000 Zagreb",,,,,,,,,,,,,,PCS,PACK100005,,,,,,3/23/2023 11:38,,1-wire RFID Reader 125 kHz / RFID kortelės skaitytuvas 125 kHz (,36.8,,
,[K00093] OBD2 standard harness (CS116-35),4,7.7675,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 11:38,,470529,RUP-52773,SO066243,[SP] FREE PORT d.o.o.,"Damir Belamarić, Orlanska 7 10000 Zagreb",,,,,,,,,,,,,,PCS,PACK100005,,,,,,3/23/2023 11:38,,OBD2 standard harness (5th gen),31.07,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,5,34.818,done,,Rokas Juzėnas,Customers,3/23/2023,3/23/2023 11:25,,470571,RUP-52770,SO066259,[EU] Gevara transport,"Ričardas Masevič, 172 Liepkalnio gatvė 02121 Vilnius",,,,,,,,,,,,,,PCS,PACK100045,,,,,,3/22/2023 8:44,,HCV5-Lite-EMEA,174.09,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,5,34.818,done,,Rokas Juzėnas,Customers,3/23/2023,3/23/2023 11:26,,470572,RUP-52771,SO066236,[EU] Gevara transport,"Ričardas Masevič, 172 Liepkalnio gatvė 02121 Vilnius",,,,,,,,,,,,,,PCS,PACK100046,,,,,,3/22/2023 8:46,,HCV5-Lite-EMEA,174.09,,
,[FM-Eco4+ E T] FM-Eco4+ E T,40,27.80025,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 12:10,,470584,RUP-52783,SO066263,[SP] Track Smart Telematics (CYPRUS) Limited,"Andreas Ioannides, 4, Alpeon street, Agios Silas Industrial Area, Ypsonas 4193 Limassol",,,,,,,,,,,,,,PCS,PACK100036,,,,,,3/23/2023 12:10,,FM-Eco4+ E T,1112.01,,
,[DS9092] Jungtis-sklaitytuvas Dallas raktui DS9092,50,4.5,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 12:11,,470599,RUP-52782,SO066267,[SP] Track Smart Telematics (CYPRUS) Limited,"Alpeon 4 Agios Sylas Industrial Zone, Ypsonas CY4193 Limassol",,,,,,,,,,,,,,PCS,PACK100037,,,,,,3/23/2023 12:11,,iButton Reader / Ibutton skaitytuvas,225,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,34.82,done,,Rokas Juzėnas,Customers,3/23/2023,3/23/2023 8:18,,469944,RUP-52763,SO066093,[EU] Parnasas,"Viktor Pavlov, Metalo g. 2 2190 vilnius",,,,,,,,,,,,,,PCS,PACK100032,,,,,,3/22/2023 19:57,,HCV5-Lite-EMEA,34.82,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,2,34.82,done,,Rokas Juzėnas,Customers,3/23/2023,3/23/2023 8:00,,470460,RUP-52761,SO066230,[EU] Latransas,"Inga -, Šviesos g. 12-35, Grigiškės . Vilniaus raj.",,,,,,,,,,,,,,PCS,PACK100031,,,,,,3/23/2023 6:25,,HCV5-Lite-EMEA,69.64,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,200,35.43375,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 9:06,,470634,RUP-52764,SO066174,FLEET-LINK GmbH ,"Andreas von Tolkacz , In der Illbach 2-4 56412 Heiligenroth",,,,,,,,,,,,,,PCS,PACK99888,,,,,,3/23/2023 9:06,,HCV5-Lite-EMEA,7086.75,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,150,34.96107,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 11:38,,470642,RUP-52769,SO066177,[Inter] Ruptela Polska Sp. z o.o.,"Weronika Kulig, ul. Objazdowa 11/6 57-300 Klodzko",,,,,,,,,,,,,,PCS,PACK99894,,,,,,3/23/2023 11:38,,HCV5-Lite-EMEA,5244.16,,
,[FM-Eco4 light+ T] FM-Eco4 light+ T,50,21.0754,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 11:38,,470642,RUP-52769,SO066177,[Inter] Ruptela Polska Sp. z o.o.,"Weronika Kulig, ul. Objazdowa 11/6 57-300 Klodzko",,,,,,,,,,,,,,PCS,PACK99894,,,,,,3/23/2023 11:38,,FM-Eco4 light+ T,1053.77,,
,[391] EasyCAN (LCV),81,7.56,done,,Final Production Warehouse (Kaunas),Customers,3/23/2023,3/23/2023 11:38,,470642,RUP-52769,SO066177,[Inter] Ruptela Polska Sp. z o.o.,"Weronika Kulig, ul. Objazdowa 11/6 57-300 Klodzko",,,,,,,,,,,,,,PCS,PACK99894,,,,,,3/23/2023 11:38,,EasyCAN LCV (J1939),612.36,,
,[TRACE5-LTM-IP67] Trace 5 LTM IP67,1,29.26,done,,Vilniaus sandėlys,Customers,3/23/2023,3/24/2023 8:11,,470646,RUP-52784,SO066100,"[EU] SIA ""Citadele Leasing"" Lietuvos filialas",,,,,,,,,,,,,,,PCS,PACK100071,,,,,,3/24/2023 8:11,,Trace 5 LTM IP67,29.26,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,34.82,done,,Rokas Juzėnas,Customers,3/23/2023,3/23/2023 14:21,,470648,RUP-52786,SO066280,[EU] Skana,"Tomas Alisas, 19 Suopių gatvė 14265",,,,,,,,,,,,,,PCS,PACK100061,,,,,,3/23/2023 13:55,,HCV5-Lite-EMEA,34.82,,
,[FM-Pro4-001Q] FM-Pro4-001Q,50,35.6094,done,,Final Production Warehouse (Kaunas),Customers,3/22/2023,3/22/2023 12:32,,462471,RUP-52752,SO065650,[SP] TekCare Systems Ltd.,"Yeo Yomayaha Adama, ABIDJAN, COCODY, II PLATEAUX LES VALLIONS RUE J75/44 LOT 145, LOT 1438 28 BP 571 ABID ABIDJAN",,,,,,,,,,,,,,PCS,PACK99398,,,,,,3/22/2023 12:32,,FM-Pro4 / GSM/ GPS terminal FM-Pro4,1780.47,,
,[TRACE5-LTE-IP67-EMEA (Battery mounted)] TRACE5-LTE-IP67-EMEA (Battery mounted),50,30.6376,done,,Final Production Warehouse (Kaunas),Customers,3/22/2023,3/22/2023 12:59,,470112,RUP-52758,SO066106,[SP] Ovelan Software S.L,"Salvador Lluch, Constitucion nº 8 Esc. B pta 14, Náquera 46119 Valencia",,,,,,,,,,,,,,PCS,PACK99813,,,,,,3/22/2023 12:59,,TRACE5-LTE-IP67-EMEA (Battery mounted),1531.88,,
,[TRACE5-LTM] Trace5 LTM,1,26.41,done,,Rokas Juzėnas,Customers,3/22/2023,3/22/2023 14:12,,470336,RUP-52759,SO066195,[EU] Vilniaus Rentinys,"Egidijus Labutis, Račių g. 8 LT-03156 Vilnius",,,,,,,,,,,,,,PCS,PACK100027,,,,,,3/16/2023 9:47,,Trace5 LTM,26.41,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,34.82,done,,Rokas Juzėnas,Customers,3/22/2023,3/22/2023 6:53,,470449,RUP-52747,SO066228,[EU] UAB “Smart cars”,"Viktor Staruk, 71 Sodų gatvė 13266 Skaidiškės",,,,,,,,,,,,,,PCS,PACK100002,,,,,,3/20/2023 12:49,,HCV5-Lite-EMEA,34.82,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,34.82,done,,Rokas Juzėnas,Customers,3/22/2023,3/22/2023 6:55,,466305,RUP-52748,SO065940,[EU] Kosteka,"Darius Šikarskas, 5 S. Žukausko gatvė 50118 Kaunas",,,,,,,,,,,,,,PCS,PACK100003,,,,,,3/21/2023 8:43,,HCV5-Lite-EMEA,34.82,,
,[FM-Eco4 light+ T] FM-Eco4 light+ T,20,21.0755,done,,Final Production Warehouse (Kaunas),Customers,3/22/2023,3/22/2023 6:26,,470547,RUP-52746,SO066248,[SP] geosyst,"Fraicois Gaillard, 12B rue Professeur Deperet 69160 Tassin-la-Demi-Lune",,,,,,,,,,,,,,PCS,PACK100000,,,,,,3/22/2023 6:26,,FM-Eco4 light+ T,421.51,,
,[K00091] Tacho harness with accessory wires 4m (CS116-34-02),400,7.7303,done,,Final Production Warehouse (Kaunas),Customers,3/22/2023,3/22/2023 8:32,,470574,RUP-52749,SO065520,[Inter] Linqo Ukraina,"Андрей Фесенко, пр-т Леся Курбаса 2 Г 03148 Киев",,,,,,,,,,,,,,PCS,PACK100001,,,,,,3/22/2023 8:32,,Tacho harness with accessory wires 4m (5th gen),3092.12,,
,[K00090] FMS harness with accessory wires 0.5 m (CS116-33-01),100,5.6389,done,,Kauno filialas,Customers,3/22/2023,3/22/2023 8:32,,470574,RUP-52749,SO065520,[Inter] Linqo Ukraina,"Андрей Фесенко, пр-т Леся Курбаса 2 Г 03148 Киев",,,,,,,,,,,,,,PCS,PACK100001,,,,,,3/22/2023 8:32,,FMS harness with accessory wires 0.5 m,563.89,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,40,34.839,done,,Final Production Warehouse (Kaunas),Customers,3/22/2023,3/22/2023 10:10,,470583,RUP-52750,SO066176,[SP] FUELCHECK ALIAKSANDR MATSIASH,"Aliaksandr Matsiash, Sarnow 19a 96-514 96-514 Rybno",,,,,,,,,,,,,,PCS,PACK99946,,,,,,3/22/2023 10:10,,HCV5-Lite-EMEA,1393.56,,
,[391] EasyCAN (LCV),30,7.36967,done,,Final Production Warehouse (Kaunas),Customers,3/22/2023,3/22/2023 10:10,,470583,RUP-52750,SO066176,[SP] FUELCHECK ALIAKSANDR MATSIASH,"Aliaksandr Matsiash, Sarnow 19a 96-514 96-514 Rybno",,,,,,,,,,,,,,PCS,PACK99946,,,,,,3/22/2023 10:10,,EasyCAN LCV (J1939),221.09,,
,[easycan01v] EasyCAN (Volvo),5,7.202,done,,Final Production Warehouse (Kaunas),Customers,3/22/2023,3/22/2023 10:10,,470583,RUP-52750,SO066176,[SP] FUELCHECK ALIAKSANDR MATSIASH,"Aliaksandr Matsiash, Sarnow 19a 96-514 96-514 Rybno",,,,,,,,,,,,,,PCS,PACK99946,,,,,,3/22/2023 10:10,,EasyCAN Volvo (J1708),36.01,,
,[CM3021B] Company card reader / Įmonės kortelių skaitytuvas Omnikey 3021 (R30210215-1),5,9.33,done,,Final Production Warehouse (Kaunas),Customers,3/22/2023,3/22/2023 10:10,,470583,RUP-52750,SO066176,[SP] FUELCHECK ALIAKSANDR MATSIASH,"Aliaksandr Matsiash, Sarnow 19a 96-514 96-514 Rybno",,,,,,,,,,,,,,PCS,PACK99946,,,,,,3/22/2023 10:10,,USB Company Card Reader / USB Įmonės kortelių skaitytuvas,46.65,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,34.82,done,,Rokas Juzėnas,Customers,3/22/2023,3/22/2023 12:32,,470551,RUP-52756,SO066249,"[EU] UAB ""Liaras""","Litas Maniušis, Jauronių g. 6 Vilnius",,,,,,,,,,,,,,PCS,PACK100022,,,,,,3/22/2023 10:35,,HCV5-Lite-EMEA,34.82,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,40,34.839,done,,Final Production Warehouse (Kaunas),Customers,3/22/2023,3/22/2023 12:29,,,,SO066104,[Inter] Linqo GmbH,"Patryk Szymonik, Wittenbergplatz 1, 10789 Berlin",,,,,,,,,,,,,,PCS,PACK99836,,,,,,3/22/2023 12:29,,HCV5-Lite-EMEA,1393.56,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,40,25.3605,done,,Final Production Warehouse (Kaunas),Customers,3/22/2023,3/22/2023 12:29,,,,SO066104,[Inter] Linqo GmbH,"Patryk Szymonik, Wittenbergplatz 1, 10789 Berlin",,,,,,,,,,,,,,PCS,PACK99836,,,,,,3/22/2023 12:29,,TRACE5-LTE-EMEA,1014.42,,
,[TRACE5-LTM-IP67 (TT)] Trace 5 LTM IP67 TT,50,36.844,done,,Final Production Warehouse (Kaunas),Customers,3/22/2023,3/22/2023 12:29,,,,SO066104,[Inter] Linqo GmbH,"Patryk Szymonik, Wittenbergplatz 1, 10789 Berlin",,,,,,,,,,,,,,PCS,PACK99836,,,,,,3/22/2023 12:29,,Trace 5 LTM IP67 TT,1842.2,,
,[K00133] Unified OBD Splitter Harness v1,430,17.5454,done,,Final Production Warehouse (Kaunas),Customers,3/21/2023,3/21/2023 6:54,,458401,RUP-52730,SO065370,[SP] Micpoint B.V.,"Denis Leemkuil, Vlierweg 38a Houten 3991 BD 3991 BD Houten",,,,,,,,,,,,,,PCS,PACK98716,,,,,,3/21/2023 6:54,,Unified OBD Splitter Harness v1,7544.52,,
,[K00091] Tacho harness with accessory wires 4m (CS116-34-02),100,8.1238,done,,Final Production Warehouse (Kaunas),Customers,3/21/2023,3/21/2023 11:20,,461871,RUP-52740,SO065518,[SP] Route42 B.V.,"Max Den Dopper, Emmastraat 6D 4811 AG Breda",,,,,,,,,,,,,,PCS,PACK98974,,,,,,3/21/2023 11:20,,Tacho harness with accessory wires 4m (5th gen),812.38,,
,[K00091] Tacho harness with accessory wires 4m (CS116-34-02),65,7.73031,done,,Final Production Warehouse (Kaunas),Customers,3/21/2023,3/21/2023 6:56,,462461,RUP-52731,SO065646,[SP] FIWAY,"Michele Caroselli, VIA GALIMBERTI 52 15121 15121 Alessandria (AL)",,,,,,,,,,,,,,PCS,PACK99137,,,,,,3/21/2023 6:55,,Tacho harness with accessory wires 4m (5th gen),502.47,,
,[HCV5-LTM-GL-BT] HCV5 4G Global BLE,30,90.59967,done,,Final Production Warehouse (Kaunas),Customers,3/21/2023,3/21/2023 12:46,,466330,RUP-52744,SO065950,[SP] Anima Dooel,"Bobby Zrncev, Bozidar Adzija 1/1-9 1000 Skopje",,,,,,,,,,,,,,PCS,PACK99959,,,,,,3/21/2023 12:46,,HCV5 4G Global BLE,2717.99,,
,[HCV5-LTM-GL-BT] HCV5 4G Global BLE,147,90.4381,done,,Final Production Warehouse (Kaunas),Customers,3/21/2023,3/21/2023 12:03,,466445,RUP-52742,SO065863,[SP] Tahograf d.o.o.,"Tomislav Matos, Dr.F.Trudmana 24 Sveta Nedelja - Brezje 10431 SVETA NEDELJA",,,,,,,,,,,,,,PCS,PACK99380,,,,,,3/21/2023 12:03,,HCV5 4G Global BLE,13294.4,,
